 r_peak96.000000 r_peak_value1.680415 rr_pre_interval96.000000 rr_post_interval98.000000 p_onset3.000000 p_onset_val1.492136 p_peak76.000000 p_peak_val-0.145939 p_end79.000000 p_end_val-0.133384 qrs_onset86.000000 qrs_onset_val0.148638 qrs_end28.000000 qrs_end_val-0.190160 t_peak22.000000 t_peak_val0.000991 t_end98.000000 t_end_val0.299376
 r_peak138003.000000 r_peak_value1.522041 rr_pre_interval149.000000 rr_post_interval238.000000 p_onset198.000000 p_onset_val-0.022207 p_peak217.000000 p_peak_val0.059564 p_end216.000000 p_end_val0.054925 qrs_onset223.000000 qrs_onset_val0.126304 qrs_end16.000000 qrs_end_val-0.182378 t_peak77.000000 t_peak_val-0.005169 t_end90.000000 t_end_val-0.074010
 r_peak138241.000000 r_peak_value0.982620 rr_pre_interval238.000000 rr_post_interval145.000000 p_onset83.000000 p_onset_val0.040030 p_peak124.000000 p_peak_val0.097160 p_end121.000000 p_end_val0.061346 qrs_onset128.000000 qrs_onset_val-0.121381 qrs_end19.000000 qrs_end_val-0.290640 t_peak85.000000 t_peak_val0.068274 t_end113.000000 t_end_val0.001518
 r_peak138386.000000 r_peak_value0.923414 rr_pre_interval145.000000 rr_post_interval385.000000 p_onset301.000000 p_onset_val0.057525 p_peak318.000000 p_peak_val0.059514 p_end339.000000 p_end_val-0.076256 qrs_onset372.000000 qrs_onset_val0.333889 qrs_end22.000000 qrs_end_val-0.188607 t_peak117.000000 t_peak_val1.131049 t_end119.000000 t_end_val1.080923
 r_peak138771.000000 r_peak_value1.603781 rr_pre_interval385.000000 rr_post_interval274.000000 p_onset234.000000 p_onset_val-0.077023 p_peak252.000000 p_peak_val0.059638 p_end248.000000 p_end_val-0.009547 qrs_onset255.000000 qrs_onset_val0.139560 qrs_end21.000000 qrs_end_val-0.317255 t_peak108.000000 t_peak_val0.158073 t_end132.000000 t_end_val-0.027457
 r_peak139045.000000 r_peak_value1.863840 rr_pre_interval274.000000 rr_post_interval391.000000 p_onset340.000000 p_onset_val-0.212774 p_peak367.000000 p_peak_val-0.068575 p_end369.000000 p_end_val-0.105410 qrs_onset376.000000 qrs_onset_val0.081738 qrs_end18.000000 qrs_end_val-0.249640 t_peak205.000000 t_peak_val0.907261 t_end260.000000 t_end_val-0.165464
 r_peak139436.000000 r_peak_value1.152116 rr_pre_interval391.000000 rr_post_interval201.000000 p_onset149.000000 p_onset_val0.029593 p_peak174.000000 p_peak_val0.104860 p_end173.000000 p_end_val0.096835 qrs_onset180.000000 qrs_onset_val0.096302 qrs_end16.000000 qrs_end_val-0.273652 t_peak103.000000 t_peak_val0.067712 t_end105.000000 t_end_val0.023809
 r_peak139637.000000 r_peak_value1.392257 rr_pre_interval201.000000 rr_post_interval172.000000 p_onset74.000000 p_onset_val0.108057 p_peak148.000000 p_peak_val0.007290 p_end141.000000 p_end_val-0.018901 qrs_onset148.000000 qrs_onset_val0.007290 qrs_end18.000000 qrs_end_val-0.334342 t_peak75.000000 t_peak_val0.117619 t_end142.000000 t_end_val-0.019120
 r_peak139809.000000 r_peak_value1.653496 rr_pre_interval172.000000 rr_post_interval229.000000 p_onset172.000000 p_onset_val-0.016503 p_peak203.000000 p_peak_val0.016804 p_end206.000000 p_end_val0.006083 qrs_onset212.000000 qrs_onset_val0.124829 qrs_end20.000000 qrs_end_val-0.275938 t_peak77.000000 t_peak_val-0.011674 t_end79.000000 t_end_val-0.021016
 r_peak140038.000000 r_peak_value1.690879 rr_pre_interval229.000000 rr_post_interval250.000000 p_onset94.000000 p_onset_val0.034121 p_peak166.000000 p_peak_val0.102980 p_end168.000000 p_end_val0.085456 qrs_onset224.000000 qrs_onset_val0.039110 qrs_end17.000000 qrs_end_val-0.253998 t_peak89.000000 t_peak_val0.047898 t_end94.000000 t_end_val0.034121
 r_peak140288.000000 r_peak_value1.426240 rr_pre_interval250.000000 rr_post_interval282.000000 p_onset165.000000 p_onset_val0.004983 p_peak220.000000 p_peak_val0.295251 p_end235.000000 p_end_val-0.191050 qrs_onset270.000000 qrs_onset_val0.287556 qrs_end19.000000 qrs_end_val-0.237554 t_peak89.000000 t_peak_val0.065297 t_end165.000000 t_end_val0.004983
 r_peak140570.000000 r_peak_value0.995487 rr_pre_interval282.000000 rr_post_interval321.000000 p_onset261.000000 p_onset_val0.074514 p_peak294.000000 p_peak_val0.430096 p_end303.000000 p_end_val0.052557 qrs_onset310.000000 qrs_onset_val1.001539 qrs_end12.000000 qrs_end_val-0.184717 t_peak97.000000 t_peak_val0.315220 t_end144.000000 t_end_val-0.053323
 r_peak140891.000000 r_peak_value1.733608 rr_pre_interval321.000000 rr_post_interval278.000000 p_onset131.000000 p_onset_val0.130486 p_peak169.000000 p_peak_val0.226520 p_end187.000000 p_end_val0.042114 qrs_onset260.000000 qrs_onset_val0.226475 qrs_end10.000000 qrs_end_val0.273734 t_peak87.000000 t_peak_val0.145801 t_end95.000000 t_end_val0.022698
 r_peak141169.000000 r_peak_value1.797038 rr_pre_interval278.000000 rr_post_interval315.000000 p_onset211.000000 p_onset_val-0.079684 p_peak235.000000 p_peak_val0.030000 p_end237.000000 p_end_val-0.034357 qrs_onset302.000000 qrs_onset_val0.553635 qrs_end12.000000 qrs_end_val0.001050 t_peak66.000000 t_peak_val0.202884 t_end91.000000 t_end_val0.112242
 r_peak141484.000000 r_peak_value1.130736 rr_pre_interval315.000000 rr_post_interval220.000000 p_onset165.000000 p_onset_val-0.122054 p_peak199.000000 p_peak_val0.049076 p_end195.000000 p_end_val-0.027585 qrs_onset202.000000 qrs_onset_val-0.038307 qrs_end14.000000 qrs_end_val-0.137836 t_peak76.000000 t_peak_val0.026349 t_end139.000000 t_end_val-0.126334
 r_peak141704.000000 r_peak_value2.114968 rr_pre_interval220.000000 rr_post_interval321.000000 p_onset174.000000 p_onset_val-0.014311 p_peak234.000000 p_peak_val0.081773 p_end238.000000 p_end_val0.058184 qrs_onset307.000000 qrs_onset_val0.318734 qrs_end16.000000 qrs_end_val-0.128339 t_peak65.000000 t_peak_val1.153947 t_end102.000000 t_end_val-0.374691
 r_peak142025.000000 r_peak_value1.399202 rr_pre_interval321.000000 rr_post_interval286.000000 p_onset235.000000 p_onset_val0.035569 p_peak262.000000 p_peak_val0.072387 p_end256.000000 p_end_val0.038939 qrs_onset263.000000 qrs_onset_val0.057905 qrs_end17.000000 qrs_end_val-0.218261 t_peak75.000000 t_peak_val0.094102 t_end79.000000 t_end_val0.080466
 r_peak142311.000000 r_peak_value1.722949 rr_pre_interval286.000000 rr_post_interval489.000000 p_onset439.000000 p_onset_val-0.099701 p_peak468.000000 p_peak_val0.104090 p_end467.000000 p_end_val0.049701 qrs_onset474.000000 qrs_onset_val0.351331 qrs_end20.000000 qrs_end_val-0.369324 t_peak218.000000 t_peak_val0.950817 t_end260.000000 t_end_val-0.267476
 r_peak142800.000000 r_peak_value1.169308 rr_pre_interval489.000000 rr_post_interval256.000000 p_onset124.000000 p_onset_val-0.073479 p_peak176.000000 p_peak_val0.080770 p_end200.000000 p_end_val0.025598 qrs_onset234.000000 qrs_onset_val0.008339 qrs_end15.000000 qrs_end_val-0.230565 t_peak81.000000 t_peak_val0.105251 t_end109.000000 t_end_val-0.010892
 r_peak143056.000000 r_peak_value1.463605 rr_pre_interval256.000000 rr_post_interval177.000000 p_onset89.000000 p_onset_val0.100190 p_peak109.000000 p_peak_val0.050362 p_end129.000000 p_end_val-0.082507 qrs_onset162.000000 qrs_onset_val0.165675 qrs_end19.000000 qrs_end_val-0.310800 t_peak88.000000 t_peak_val0.115112 t_end89.000000 t_end_val0.100190
 r_peak143233.000000 r_peak_value1.583260 rr_pre_interval177.000000 rr_post_interval218.000000 p_onset169.000000 p_onset_val-0.020185 p_peak193.000000 p_peak_val0.016194 p_end182.000000 p_end_val-0.034856 qrs_onset189.000000 qrs_onset_val-0.088117 qrs_end18.000000 qrs_end_val-0.189235 t_peak91.000000 t_peak_val0.060860 t_end110.000000 t_end_val-0.045378
 r_peak143451.000000 r_peak_value1.319655 rr_pre_interval218.000000 rr_post_interval149.000000 p_onset103.000000 p_onset_val-0.092618 p_peak128.000000 p_peak_val0.132804 p_end129.000000 p_end_val0.192491 qrs_onset136.000000 qrs_onset_val-0.385848 qrs_end20.000000 qrs_end_val-0.388433 t_peak82.000000 t_peak_val-0.024578 t_end103.000000 t_end_val-0.092618
 r_peak143600.000000 r_peak_value0.752712 rr_pre_interval149.000000 rr_post_interval247.000000 p_onset146.000000 p_onset_val-0.022822 p_peak166.000000 p_peak_val0.064091 p_end171.000000 p_end_val-0.011097 qrs_onset234.000000 qrs_onset_val0.281974 qrs_end13.000000 qrs_end_val-0.134280 t_peak64.000000 t_peak_val0.267240 t_end113.000000 t_end_val0.000046
 r_peak143847.000000 r_peak_value0.964560 rr_pre_interval247.000000 rr_post_interval279.000000 p_onset165.000000 p_onset_val0.022429 p_peak197.000000 p_peak_val0.052148 p_end203.000000 p_end_val0.011928 qrs_onset257.000000 qrs_onset_val0.026458 qrs_end17.000000 qrs_end_val-0.181646 t_peak81.000000 t_peak_val0.124185 t_end107.000000 t_end_val0.092132
 r_peak144126.000000 r_peak_value1.331287 rr_pre_interval279.000000 rr_post_interval186.000000 p_onset120.000000 p_onset_val-0.037273 p_peak163.000000 p_peak_val0.047977 p_end165.000000 p_end_val0.015674 qrs_onset172.000000 qrs_onset_val0.067085 qrs_end13.000000 qrs_end_val-0.186660 t_peak79.000000 t_peak_val0.165659 t_end82.000000 t_end_val0.094452
 r_peak144312.000000 r_peak_value1.452884 rr_pre_interval186.000000 rr_post_interval225.000000 p_onset178.000000 p_onset_val-0.133166 p_peak204.000000 p_peak_val0.011660 p_end210.000000 p_end_val0.221942 qrs_onset213.000000 qrs_onset_val0.250312 qrs_end15.000000 qrs_end_val-0.079090 t_peak78.000000 t_peak_val0.123133 t_end131.000000 t_end_val-0.174814
 r_peak144537.000000 r_peak_value0.727036 rr_pre_interval225.000000 rr_post_interval162.000000 p_onset105.000000 p_onset_val0.085031 p_peak139.000000 p_peak_val0.173261 p_end138.000000 p_end_val0.158684 qrs_onset145.000000 qrs_onset_val-0.351082 qrs_end13.000000 qrs_end_val-0.221349 t_peak88.000000 t_peak_val0.132539 t_end105.000000 t_end_val0.085031
 r_peak144699.000000 r_peak_value0.961521 rr_pre_interval162.000000 rr_post_interval232.000000 p_onset129.000000 p_onset_val0.009872 p_peak153.000000 p_peak_val0.066598 p_end157.000000 p_end_val-0.005565 qrs_onset216.000000 qrs_onset_val0.213920 qrs_end25.000000 qrs_end_val-0.263258 t_peak70.000000 t_peak_val0.134029 t_end104.000000 t_end_val-0.030626
 r_peak144931.000000 r_peak_value1.335550 rr_pre_interval232.000000 rr_post_interval389.000000 p_onset127.000000 p_onset_val-0.007366 p_peak234.000000 p_peak_val1.039466 p_end292.000000 p_end_val-0.032681 qrs_onset375.000000 qrs_onset_val0.229108 qrs_end14.000000 qrs_end_val-0.038023 t_peak229.000000 t_peak_val1.190031 t_end292.000000 t_end_val-0.032681
 r_peak145320.000000 r_peak_value1.065205 rr_pre_interval389.000000 rr_post_interval204.000000 p_onset142.000000 p_onset_val0.007164 p_peak163.000000 p_peak_val0.099216 p_end168.000000 p_end_val0.080908 qrs_onset190.000000 qrs_onset_val0.240233 qrs_end9.000000 qrs_end_val-0.001833 t_peak84.000000 t_peak_val0.059748 t_end89.000000 t_end_val0.036175
 r_peak145524.000000 r_peak_value0.748039 rr_pre_interval204.000000 rr_post_interval249.000000 p_onset131.000000 p_onset_val0.813717 p_peak197.000000 p_peak_val0.140331 p_end215.000000 p_end_val-0.082053 qrs_onset234.000000 qrs_onset_val-0.032383 qrs_end14.000000 qrs_end_val-0.217571 t_peak130.000000 t_peak_val0.842667 t_end131.000000 t_end_val0.813717
 r_peak145773.000000 r_peak_value0.883717 rr_pre_interval249.000000 rr_post_interval143.000000 p_onset74.000000 p_onset_val0.048637 p_peak118.000000 p_peak_val-0.002695 p_end120.000000 p_end_val-0.024152 qrs_onset127.000000 qrs_onset_val0.159060 qrs_end19.000000 qrs_end_val-0.313118 t_peak64.000000 t_peak_val0.161020 t_end92.000000 t_end_val-0.047491
 r_peak145916.000000 r_peak_value1.359561 rr_pre_interval143.000000 rr_post_interval131.000000 p_onset36.000000 p_onset_val-0.395768 p_peak83.000000 p_peak_val0.009151 p_end97.000000 p_end_val-0.134563 qrs_onset113.000000 qrs_onset_val-0.083497 qrs_end18.000000 qrs_end_val-0.303558 t_peak76.000000 t_peak_val0.059668 t_end83.000000 t_end_val0.009151
 r_peak146047.000000 r_peak_value1.330219 rr_pre_interval131.000000 rr_post_interval245.000000 p_onset120.000000 p_onset_val1.216380 p_peak190.000000 p_peak_val0.068889 p_end191.000000 p_end_val0.062698 qrs_onset230.000000 qrs_onset_val0.410910 qrs_end16.000000 qrs_end_val-0.268856 t_peak121.000000 t_peak_val1.222556 t_end191.000000 t_end_val0.062698
 r_peak146292.000000 r_peak_value1.160831 rr_pre_interval245.000000 rr_post_interval149.000000 p_onset93.000000 p_onset_val-0.077851 p_peak128.000000 p_peak_val-0.041960 p_end130.000000 p_end_val0.082053 qrs_onset137.000000 qrs_onset_val0.479185 qrs_end14.000000 qrs_end_val-0.285940 t_peak72.000000 t_peak_val0.032978 t_end99.000000 t_end_val-0.142883
 r_peak146441.000000 r_peak_value0.950783 rr_pre_interval149.000000 rr_post_interval315.000000 p_onset262.000000 p_onset_val-0.030769 p_peak283.000000 p_peak_val0.085501 p_end287.000000 p_end_val-0.034578 qrs_onset294.000000 qrs_onset_val0.048229 qrs_end13.000000 qrs_end_val-0.209201 t_peak125.000000 t_peak_val0.110817 t_end189.000000 t_end_val-0.117101
 r_peak146756.000000 r_peak_value1.542854 rr_pre_interval315.000000 rr_post_interval269.000000 p_onset217.000000 p_onset_val-0.030248 p_peak248.000000 p_peak_val0.110909 p_end242.000000 p_end_val-0.005344 qrs_onset249.000000 qrs_onset_val0.182038 qrs_end16.000000 qrs_end_val-0.179262 t_peak95.000000 t_peak_val0.152479 t_end162.000000 t_end_val-0.033791
 r_peak147025.000000 r_peak_value1.794732 rr_pre_interval269.000000 rr_post_interval241.000000 p_onset144.000000 p_onset_val-0.127347 p_peak173.000000 p_peak_val0.001868 p_end176.000000 p_end_val-0.020405 qrs_onset225.000000 qrs_onset_val0.264076 qrs_end25.000000 qrs_end_val-0.293641 t_peak84.000000 t_peak_val0.099967 t_end113.000000 t_end_val-0.069687
 r_peak147266.000000 r_peak_value1.296974 rr_pre_interval241.000000 rr_post_interval230.000000 p_onset147.000000 p_onset_val-0.109642 p_peak209.000000 p_peak_val0.084764 p_end207.000000 p_end_val0.013588 qrs_onset214.000000 qrs_onset_val0.260548 qrs_end17.000000 qrs_end_val-0.297978 t_peak78.000000 t_peak_val-0.029249 t_end147.000000 t_end_val-0.109642
 r_peak147496.000000 r_peak_value1.262711 rr_pre_interval230.000000 rr_post_interval256.000000 p_onset211.000000 p_onset_val-0.078682 p_peak235.000000 p_peak_val0.049562 p_end226.000000 p_end_val-0.060563 qrs_onset233.000000 qrs_onset_val0.002884 qrs_end24.000000 qrs_end_val-0.345516 t_peak74.000000 t_peak_val0.106710 t_end136.000000 t_end_val-0.103964
 r_peak147752.000000 r_peak_value1.799813 rr_pre_interval256.000000 rr_post_interval195.000000 p_onset95.000000 p_onset_val-0.003980 p_peak125.000000 p_peak_val0.247604 p_end155.000000 p_end_val-0.551942 qrs_onset162.000000 qrs_onset_val-0.253119 qrs_end21.000000 qrs_end_val-0.285734 t_peak112.000000 t_peak_val0.054092 t_end124.000000 t_end_val0.238074
 r_peak147947.000000 r_peak_value0.622132 rr_pre_interval195.000000 rr_post_interval182.000000 p_onset14.000000 p_onset_val1.079075 p_peak126.000000 p_peak_val0.854561 p_end156.000000 p_end_val-0.048089 qrs_onset166.000000 qrs_onset_val-0.100189 qrs_end27.000000 qrs_end_val0.759576 t_peak20.000000 t_peak_val1.055375 t_end125.000000 t_end_val0.839028
 r_peak148129.000000 r_peak_value1.315189 rr_pre_interval182.000000 rr_post_interval309.000000 p_onset172.000000 p_onset_val-0.067661 p_peak209.000000 p_peak_val-0.036691 p_end230.000000 p_end_val-0.085330 qrs_onset293.000000 qrs_onset_val0.209046 qrs_end23.000000 qrs_end_val-0.294765 t_peak77.000000 t_peak_val-0.009171 t_end124.000000 t_end_val-0.024683
 r_peak148438.000000 r_peak_value1.263355 rr_pre_interval309.000000 rr_post_interval129.000000 p_onset87.000000 p_onset_val-0.001834 p_peak108.000000 p_peak_val0.058181 p_end96.000000 p_end_val-0.017837 qrs_onset103.000000 qrs_onset_val0.026443 qrs_end17.000000 qrs_end_val-0.238932 t_peak74.000000 t_peak_val-0.077584 t_end92.000000 t_end_val-0.003685
 r_peak148567.000000 r_peak_value0.880328 rr_pre_interval129.000000 rr_post_interval206.000000 p_onset84.000000 p_onset_val1.680795 p_peak125.000000 p_peak_val0.099167 p_end161.000000 p_end_val-0.115501 qrs_onset184.000000 qrs_onset_val-0.262319 qrs_end23.000000 qrs_end_val-2.058860 t_peak83.000000 t_peak_val1.684871 t_end92.000000 t_end_val1.489258
 r_peak148773.000000 r_peak_value1.263544 rr_pre_interval206.000000 rr_post_interval141.000000 p_onset93.000000 p_onset_val-0.141017 p_peak120.000000 p_peak_val0.117838 p_end122.000000 p_end_val0.183136 qrs_onset125.000000 qrs_onset_val0.012650 qrs_end17.000000 qrs_end_val-0.538448 t_peak80.000000 t_peak_val-0.112083 t_end81.000000 t_end_val-0.121613
 r_peak148914.000000 r_peak_value1.449562 rr_pre_interval141.000000 rr_post_interval263.000000 p_onset107.000000 p_onset_val0.116193 p_peak160.000000 p_peak_val0.059311 p_end175.000000 p_end_val-0.004059 qrs_onset236.000000 qrs_onset_val-0.054872 qrs_end15.000000 qrs_end_val-0.190174 t_peak71.000000 t_peak_val0.174327 t_end83.000000 t_end_val0.055613
 r_peak149177.000000 r_peak_value1.689234 rr_pre_interval263.000000 rr_post_interval210.000000 p_onset106.000000 p_onset_val-0.271127 p_peak145.000000 p_peak_val-0.120547 p_end148.000000 p_end_val-0.175358 qrs_onset202.000000 qrs_onset_val0.689123 qrs_end21.000000 qrs_end_val-0.262617 t_peak90.000000 t_peak_val-0.096018 t_end92.000000 t_end_val-0.133385
 r_peak149387.000000 r_peak_value1.018965 rr_pre_interval210.000000 rr_post_interval188.000000 p_onset26.000000 p_onset_val2.146725 p_peak114.000000 p_peak_val-0.373996 p_end134.000000 p_end_val-0.490390 qrs_onset176.000000 qrs_onset_val0.321176 qrs_end8.000000 qrs_end_val1.387539 t_peak24.000000 t_peak_val2.165329 t_end27.000000 t_end_val2.142273
 r_peak149575.000000 r_peak_value1.044138 rr_pre_interval188.000000 rr_post_interval280.000000 p_onset227.000000 p_onset_val-0.006175 p_peak259.000000 p_peak_val0.103215 p_end246.000000 p_end_val0.017932 qrs_onset253.000000 qrs_onset_val-0.017836 qrs_end16.000000 qrs_end_val-0.348478 t_peak94.000000 t_peak_val0.060128 t_end117.000000 t_end_val-0.009624
 r_peak149855.000000 r_peak_value1.605596 rr_pre_interval280.000000 rr_post_interval321.000000 p_onset211.000000 p_onset_val0.048948 p_peak258.000000 p_peak_val0.087332 p_end263.000000 p_end_val0.072080 qrs_onset304.000000 qrs_onset_val0.168646 qrs_end16.000000 qrs_end_val-0.169528 t_peak85.000000 t_peak_val0.205503 t_end87.000000 t_end_val0.190143
 r_peak150176.000000 r_peak_value1.752595 rr_pre_interval321.000000 rr_post_interval208.000000 p_onset107.000000 p_onset_val0.013667 p_peak159.000000 p_peak_val0.053809 p_end166.000000 p_end_val0.003685 qrs_onset179.000000 qrs_onset_val-0.056801 qrs_end18.000000 qrs_end_val-0.350398 t_peak103.000000 t_peak_val0.037632 t_end118.000000 t_end_val-0.096285
 r_peak150384.000000 r_peak_value1.881695 rr_pre_interval208.000000 rr_post_interval179.000000 p_onset74.000000 p_onset_val0.116570 p_peak125.000000 p_peak_val-0.051895 p_end129.000000 p_end_val-0.195625 qrs_onset158.000000 qrs_onset_val-0.100204 qrs_end20.000000 qrs_end_val-0.368369 t_peak75.000000 t_peak_val0.119046 t_end129.000000 t_end_val-0.195625
 r_peak150563.000000 r_peak_value1.766804 rr_pre_interval179.000000 rr_post_interval397.000000 p_onset280.000000 p_onset_val-0.104358 p_peak318.000000 p_peak_val0.083714 p_end329.000000 p_end_val0.056410 qrs_onset374.000000 qrs_onset_val0.020549 qrs_end21.000000 qrs_end_val-0.444325 t_peak134.000000 t_peak_val1.005896 t_end180.000000 t_end_val-0.080408
 r_peak150960.000000 r_peak_value1.497964 rr_pre_interval397.000000 rr_post_interval250.000000 p_onset134.000000 p_onset_val0.011506 p_peak173.000000 p_peak_val0.104436 p_end207.000000 p_end_val-0.102787 qrs_onset215.000000 qrs_onset_val-0.108681 qrs_end19.000000 qrs_end_val-0.408134 t_peak143.000000 t_peak_val0.078638 t_end158.000000 t_end_val-0.056316
 r_peak151210.000000 r_peak_value1.717604 rr_pre_interval250.000000 rr_post_interval252.000000 p_onset208.000000 p_onset_val0.004844 p_peak229.000000 p_peak_val0.073543 p_end233.000000 p_end_val0.105062 qrs_onset240.000000 qrs_onset_val0.582007 qrs_end25.000000 qrs_end_val-0.374090 t_peak71.000000 t_peak_val0.089108 t_end79.000000 t_end_val-0.010845
 r_peak151462.000000 r_peak_value1.777352 rr_pre_interval252.000000 rr_post_interval342.000000 p_onset266.000000 p_onset_val-0.045375 p_peak318.000000 p_peak_val-0.002224 p_end319.000000 p_end_val-0.012004 qrs_onset326.000000 qrs_onset_val0.260535 qrs_end16.000000 qrs_end_val-0.088385 t_peak84.000000 t_peak_val0.208636 t_end122.000000 t_end_val0.041628
 r_peak151804.000000 r_peak_value1.550645 rr_pre_interval342.000000 rr_post_interval336.000000 p_onset252.000000 p_onset_val-0.026109 p_peak302.000000 p_peak_val0.134657 p_end305.000000 p_end_val-0.061362 qrs_onset312.000000 qrs_onset_val0.016006 qrs_end21.000000 qrs_end_val-0.423069 t_peak163.000000 t_peak_val0.071584 t_end167.000000 t_end_val0.013385
