 r_peak670.000000 r_peak_value0.754263 rr_pre_interval670.000000 rr_post_interval211.000000 p_onset87.000000 p_onset_val-0.163854 p_peak127.000000 p_peak_val0.053889 p_end152.000000 p_end_val-0.272037 qrs_onset199.000000 qrs_onset_val-0.263700 qrs_end5.000000 qrs_end_val0.905251 t_peak20.000000 t_peak_val1.131756 t_end80.000000 t_end_val-0.142804
 r_peak154585.000000 r_peak_value1.956707 rr_pre_interval314.000000 rr_post_interval314.000000 p_onset198.000000 p_onset_val-0.294338 p_peak217.000000 p_peak_val-0.273587 p_end252.000000 p_end_val-0.346254 qrs_onset296.000000 qrs_onset_val-0.298669 qrs_end22.000000 qrs_end_val-0.559061 t_peak137.000000 t_peak_val1.312514 t_end189.000000 t_end_val-0.288177
 r_peak154899.000000 r_peak_value1.553510 rr_pre_interval314.000000 rr_post_interval307.000000 p_onset259.000000 p_onset_val-0.307712 p_peak286.000000 p_peak_val-0.199735 p_end287.000000 p_end_val-0.193120 qrs_onset288.000000 qrs_onset_val-0.196427 qrs_end27.000000 qrs_end_val-1.255753 t_peak123.000000 t_peak_val1.264373 t_end187.000000 t_end_val-0.288498
 r_peak155206.000000 r_peak_value2.003794 rr_pre_interval307.000000 rr_post_interval296.000000 p_onset238.000000 p_onset_val-0.288654 p_peak264.000000 p_peak_val0.045017 p_end277.000000 p_end_val-0.029451 qrs_onset278.000000 qrs_onset_val-0.032272 qrs_end18.000000 qrs_end_val0.304936 t_peak123.000000 t_peak_val1.171281 t_end172.000000 t_end_val-0.212070
 r_peak155502.000000 r_peak_value1.948339 rr_pre_interval296.000000 rr_post_interval595.000000 p_onset297.000000 p_onset_val1.317964 p_peak428.000000 p_peak_val0.913878 p_end472.000000 p_end_val-0.236330 qrs_onset582.000000 qrs_onset_val-0.234090 qrs_end19.000000 qrs_end_val0.312697 t_peak292.000000 t_peak_val1.807055 t_end332.000000 t_end_val-1.213775
 r_peak156097.000000 r_peak_value1.946631 rr_pre_interval595.000000 rr_post_interval312.000000 p_onset257.000000 p_onset_val-0.252806 p_peak283.000000 p_peak_val-0.166645 p_end295.000000 p_end_val-0.156112 qrs_onset299.000000 qrs_onset_val-0.148526 qrs_end20.000000 qrs_end_val-0.071724 t_peak116.000000 t_peak_val1.000659 t_end187.000000 t_end_val-0.389217
 r_peak156409.000000 r_peak_value2.106161 rr_pre_interval312.000000 rr_post_interval322.000000 p_onset265.000000 p_onset_val-0.156066 p_peak294.000000 p_peak_val0.255658 p_end307.000000 p_end_val0.193525 qrs_onset310.000000 qrs_onset_val0.115610 qrs_end19.000000 qrs_end_val0.501051 t_peak138.000000 t_peak_val0.846522 t_end205.000000 t_end_val-0.276783
 r_peak156731.000000 r_peak_value1.963950 rr_pre_interval322.000000 rr_post_interval314.000000 p_onset196.000000 p_onset_val-0.143903 p_peak227.000000 p_peak_val0.242680 p_end266.000000 p_end_val-0.361519 qrs_onset301.000000 qrs_onset_val-0.343592 qrs_end16.000000 qrs_end_val0.615281 t_peak136.000000 t_peak_val0.951766 t_end200.000000 t_end_val-0.161442
 r_peak157045.000000 r_peak_value1.786033 rr_pre_interval314.000000 rr_post_interval393.000000 p_onset267.000000 p_onset_val-0.397177 p_peak302.000000 p_peak_val1.849202 p_end336.000000 p_end_val-1.933808 qrs_onset382.000000 qrs_onset_val0.621457 qrs_end21.000000 qrs_end_val0.055641 t_peak126.000000 t_peak_val0.982820 t_end247.000000 t_end_val-0.375829
 r_peak157438.000000 r_peak_value1.081990 rr_pre_interval393.000000 rr_post_interval203.000000 p_onset161.000000 p_onset_val-0.245062 p_peak182.000000 p_peak_val-0.146427 p_end187.000000 p_end_val-0.199529 qrs_onset191.000000 qrs_onset_val-0.103621 qrs_end7.000000 qrs_end_val1.178165 t_peak20.000000 t_peak_val1.305814 t_end86.000000 t_end_val-0.234656
 r_peak157641.000000 r_peak_value1.922431 rr_pre_interval203.000000 rr_post_interval305.000000 p_onset250.000000 p_onset_val-0.229703 p_peak280.000000 p_peak_val0.122240 p_end287.000000 p_end_val-0.031223 qrs_onset293.000000 qrs_onset_val0.066159 qrs_end13.000000 qrs_end_val0.938404 t_peak130.000000 t_peak_val0.736772 t_end207.000000 t_end_val-0.311895
 r_peak157946.000000 r_peak_value2.003259 rr_pre_interval305.000000 rr_post_interval610.000000 p_onset305.000000 p_onset_val1.649216 p_peak432.000000 p_peak_val1.034670 p_end496.000000 p_end_val-0.353480 qrs_onset597.000000 qrs_onset_val-0.309372 qrs_end12.000000 qrs_end_val1.013133 t_peak302.000000 t_peak_val2.033997 t_end346.000000 t_end_val-1.859138
 r_peak158556.000000 r_peak_value2.009578 rr_pre_interval610.000000 rr_post_interval315.000000 p_onset258.000000 p_onset_val-0.245564 p_peak282.000000 p_peak_val-0.167523 p_end300.000000 p_end_val-0.144969 qrs_onset304.000000 qrs_onset_val-0.152086 qrs_end18.000000 qrs_end_val0.633354 t_peak130.000000 t_peak_val0.806833 t_end224.000000 t_end_val-0.302130
 r_peak158871.000000 r_peak_value1.980909 rr_pre_interval315.000000 rr_post_interval311.000000 p_onset261.000000 p_onset_val-0.194907 p_peak290.000000 p_peak_val0.159657 p_end297.000000 p_end_val0.123059 qrs_onset300.000000 qrs_onset_val0.125630 qrs_end14.000000 qrs_end_val1.038620 t_peak142.000000 t_peak_val0.835266 t_end200.000000 t_end_val-0.326021
 r_peak159182.000000 r_peak_value2.041867 rr_pre_interval311.000000 rr_post_interval902.000000 p_onset583.000000 p_onset_val-0.425500 p_peak605.000000 p_peak_val1.972211 p_end641.000000 p_end_val-1.844389 qrs_onset889.000000 qrs_onset_val-0.222744 qrs_end12.000000 qrs_end_val1.114814 t_peak307.000000 t_peak_val1.902526 t_end353.000000 t_end_val-1.251095
 r_peak160084.000000 r_peak_value1.923182 rr_pre_interval902.000000 rr_post_interval622.000000 p_onset301.000000 p_onset_val1.620205 p_peak429.000000 p_peak_val1.208451 p_end501.000000 p_end_val-0.262317 qrs_onset611.000000 qrs_onset_val-0.337555 qrs_end13.000000 qrs_end_val0.612539 t_peak298.000000 t_peak_val2.051160 t_end340.000000 t_end_val-2.160094
 r_peak160706.000000 r_peak_value1.994059 rr_pre_interval622.000000 rr_post_interval317.000000 p_onset42.000000 p_onset_val-2.099798 p_peak191.000000 p_peak_val-0.223561 p_end216.000000 p_end_val-0.349940 qrs_onset305.000000 qrs_onset_val-0.235849 qrs_end14.000000 qrs_end_val0.533180 t_peak126.000000 t_peak_val1.576516 t_end216.000000 t_end_val-0.349940
 r_peak161023.000000 r_peak_value2.068038 rr_pre_interval317.000000 rr_post_interval310.000000 p_onset264.000000 p_onset_val-0.266895 p_peak288.000000 p_peak_val-0.219685 p_end289.000000 p_end_val-0.229841 qrs_onset293.000000 qrs_onset_val-0.214371 qrs_end14.000000 qrs_end_val0.656472 t_peak125.000000 t_peak_val1.349999 t_end195.000000 t_end_val-0.276319
 r_peak161333.000000 r_peak_value2.012855 rr_pre_interval310.000000 rr_post_interval598.000000 p_onset307.000000 p_onset_val1.493213 p_peak428.000000 p_peak_val1.155424 p_end485.000000 p_end_val0.013306 qrs_onset581.000000 qrs_onset_val-0.457038 qrs_end19.000000 qrs_end_val0.029608 t_peak303.000000 t_peak_val2.021457 t_end349.000000 t_end_val-2.005203
 r_peak161931.000000 r_peak_value1.408667 rr_pre_interval598.000000 rr_post_interval605.000000 p_onset301.000000 p_onset_val1.482289 p_peak417.000000 p_peak_val1.248681 p_end502.000000 p_end_val-0.364139 qrs_onset591.000000 qrs_onset_val-0.229703 qrs_end12.000000 qrs_end_val0.408794 t_peak297.000000 t_peak_val1.993669 t_end334.000000 t_end_val-1.745265
 r_peak162536.000000 r_peak_value2.070299 rr_pre_interval605.000000 rr_post_interval309.000000 p_onset245.000000 p_onset_val-0.204106 p_peak283.000000 p_peak_val0.191208 p_end287.000000 p_end_val0.129985 qrs_onset294.000000 qrs_onset_val0.150063 qrs_end31.000000 qrs_end_val-1.009076 t_peak124.000000 t_peak_val1.069782 t_end184.000000 t_end_val-0.264608
 r_peak162845.000000 r_peak_value2.078041 rr_pre_interval309.000000 rr_post_interval312.000000 p_onset128.000000 p_onset_val1.186171 p_peak220.000000 p_peak_val0.223101 p_end271.000000 p_end_val-0.361112 qrs_onset297.000000 qrs_onset_val-0.350172 qrs_end17.000000 qrs_end_val0.390815 t_peak127.000000 t_peak_val1.189854 t_end192.000000 t_end_val-0.184830
 r_peak163157.000000 r_peak_value1.930972 rr_pre_interval312.000000 rr_post_interval322.000000 p_onset272.000000 p_onset_val-0.351865 p_peak300.000000 p_peak_val-0.276488 p_end305.000000 p_end_val-0.284277 qrs_onset308.000000 qrs_onset_val-0.251644 qrs_end16.000000 qrs_end_val0.558401 t_peak134.000000 t_peak_val1.149738 t_end219.000000 t_end_val-0.339245
 r_peak163479.000000 r_peak_value2.018528 rr_pre_interval322.000000 rr_post_interval596.000000 p_onset306.000000 p_onset_val1.700720 p_peak425.000000 p_peak_val1.249018 p_end483.000000 p_end_val-0.096879 qrs_onset572.000000 qrs_onset_val0.072368 qrs_end16.000000 qrs_end_val0.563293 t_peak304.000000 t_peak_val2.040484 t_end342.000000 t_end_val-2.134967
 r_peak164075.000000 r_peak_value2.009828 rr_pre_interval596.000000 rr_post_interval295.000000 p_onset120.000000 p_onset_val1.434391 p_peak205.000000 p_peak_val0.370756 p_end261.000000 p_end_val-0.477255 qrs_onset280.000000 qrs_onset_val-0.468056 qrs_end23.000000 qrs_end_val-1.026849 t_peak121.000000 t_peak_val1.435535 t_end204.000000 t_end_val0.341289
 r_peak164370.000000 r_peak_value1.949482 rr_pre_interval295.000000 rr_post_interval301.000000 p_onset36.000000 p_onset_val-2.419923 p_peak186.000000 p_peak_val-0.245485 p_end213.000000 p_end_val-0.343681 qrs_onset287.000000 qrs_onset_val-0.279182 qrs_end20.000000 qrs_end_val-0.542899 t_peak120.000000 t_peak_val1.576442 t_end182.000000 t_end_val-0.287899
 r_peak164671.000000 r_peak_value2.176382 rr_pre_interval301.000000 rr_post_interval317.000000 p_onset254.000000 p_onset_val-0.306363 p_peak295.000000 p_peak_val-0.194999 p_end298.000000 p_end_val-0.187711 qrs_onset303.000000 qrs_onset_val-0.179420 qrs_end14.000000 qrs_end_val0.527479 t_peak126.000000 t_peak_val1.376745 t_end187.000000 t_end_val-0.310396
 r_peak164988.000000 r_peak_value2.348638 rr_pre_interval317.000000 rr_post_interval320.000000 p_onset260.000000 p_onset_val-0.270988 p_peak286.000000 p_peak_val0.118747 p_end304.000000 p_end_val-0.109169 qrs_onset306.000000 qrs_onset_val-0.119483 qrs_end12.000000 qrs_end_val1.071474 t_peak132.000000 t_peak_val1.240204 t_end205.000000 t_end_val-0.324969
 r_peak165308.000000 r_peak_value2.287821 rr_pre_interval320.000000 rr_post_interval312.000000 p_onset181.000000 p_onset_val-0.204952 p_peak212.000000 p_peak_val0.226345 p_end251.000000 p_end_val-0.421303 qrs_onset296.000000 qrs_onset_val-0.403921 qrs_end16.000000 qrs_end_val0.414514 t_peak125.000000 t_peak_val1.269155 t_end184.000000 t_end_val-0.200281
 r_peak165620.000000 r_peak_value2.256017 rr_pre_interval312.000000 rr_post_interval300.000000 p_onset39.000000 p_onset_val-2.321504 p_peak184.000000 p_peak_val-0.272368 p_end197.000000 p_end_val-0.276208 qrs_onset283.000000 qrs_onset_val-0.370750 qrs_end34.000000 qrs_end_val-2.115110 t_peak120.000000 t_peak_val1.568009 t_end173.000000 t_end_val-0.300111
 r_peak165920.000000 r_peak_value2.195706 rr_pre_interval300.000000 rr_post_interval304.000000 p_onset253.000000 p_onset_val-0.258873 p_peak281.000000 p_peak_val-0.166708 p_end283.000000 p_end_val-0.188260 qrs_onset290.000000 qrs_onset_val-0.137445 qrs_end20.000000 qrs_end_val-0.379247 t_peak120.000000 t_peak_val1.422166 t_end171.000000 t_end_val-0.341628
 r_peak166224.000000 r_peak_value2.216677 rr_pre_interval304.000000 rr_post_interval297.000000 p_onset209.000000 p_onset_val-0.114341 p_peak251.000000 p_peak_val0.161300 p_end269.000000 p_end_val-0.132727 qrs_onset282.000000 qrs_onset_val-0.331787 qrs_end19.000000 qrs_end_val0.376881 t_peak126.000000 t_peak_val1.076963 t_end189.000000 t_end_val-0.127835
 r_peak166521.000000 r_peak_value1.759248 rr_pre_interval297.000000 rr_post_interval603.000000 p_onset333.000000 p_onset_val-2.284183 p_peak424.000000 p_peak_val1.693121 p_end479.000000 p_end_val-0.284732 qrs_onset592.000000 qrs_onset_val-0.321442 qrs_end14.000000 qrs_end_val0.555204 t_peak294.000000 t_peak_val1.987069 t_end333.000000 t_end_val-2.284183
 r_peak167124.000000 r_peak_value2.018526 rr_pre_interval603.000000 rr_post_interval317.000000 p_onset266.000000 p_onset_val-0.187351 p_peak294.000000 p_peak_val-0.154702 p_end302.000000 p_end_val-0.196505 qrs_onset306.000000 qrs_onset_val-0.104310 qrs_end24.000000 qrs_end_val-0.105218 t_peak138.000000 t_peak_val0.871157 t_end194.000000 t_end_val-0.383813
 r_peak167441.000000 r_peak_value2.187790 rr_pre_interval317.000000 rr_post_interval317.000000 p_onset208.000000 p_onset_val-0.334778 p_peak259.000000 p_peak_val0.132338 p_end301.000000 p_end_val-0.321534 qrs_onset306.000000 qrs_onset_val-0.313086 qrs_end10.000000 qrs_end_val1.514843 t_peak133.000000 t_peak_val0.915410 t_end208.000000 t_end_val-0.334778
 r_peak167758.000000 r_peak_value1.996020 rr_pre_interval317.000000 rr_post_interval310.000000 p_onset132.000000 p_onset_val0.913466 p_peak189.000000 p_peak_val0.187572 p_end239.000000 p_end_val-0.358071 qrs_onset297.000000 qrs_onset_val-0.340815 qrs_end12.000000 qrs_end_val1.069014 t_peak133.000000 t_peak_val0.918875 t_end190.000000 t_end_val0.182462
 r_peak168068.000000 r_peak_value2.092069 rr_pre_interval310.000000 rr_post_interval297.000000 p_onset40.000000 p_onset_val-1.903435 p_peak183.000000 p_peak_val-0.268072 p_end192.000000 p_end_val-0.322696 qrs_onset283.000000 qrs_onset_val-0.250110 qrs_end15.000000 qrs_end_val0.777349 t_peak124.000000 t_peak_val1.324592 t_end170.000000 t_end_val-0.339874
 r_peak168365.000000 r_peak_value2.182304 rr_pre_interval297.000000 rr_post_interval293.000000 p_onset165.000000 p_onset_val-0.348889 p_peak212.000000 p_peak_val-0.183981 p_end224.000000 p_end_val-0.234027 qrs_onset281.000000 qrs_onset_val0.005675 qrs_end17.000000 qrs_end_val0.631238 t_peak122.000000 t_peak_val0.927003 t_end165.000000 t_end_val-0.348889
 r_peak168658.000000 r_peak_value2.310377 rr_pre_interval293.000000 rr_post_interval307.000000 p_onset208.000000 p_onset_val-0.155440 p_peak238.000000 p_peak_val0.178089 p_end278.000000 p_end_val-0.399324 qrs_onset296.000000 qrs_onset_val-0.353243 qrs_end13.000000 qrs_end_val1.249718 t_peak128.000000 t_peak_val1.024416 t_end172.000000 t_end_val-0.153245
 r_peak168965.000000 r_peak_value2.077776 rr_pre_interval307.000000 rr_post_interval313.000000 p_onset127.000000 p_onset_val1.414406 p_peak188.000000 p_peak_val0.032305 p_end223.000000 p_end_val-0.433118 qrs_onset296.000000 qrs_onset_val-0.328653 qrs_end18.000000 qrs_end_val0.281178 t_peak127.000000 t_peak_val1.414406 t_end175.000000 t_end_val0.197978
 r_peak169278.000000 r_peak_value2.113587 rr_pre_interval313.000000 rr_post_interval315.000000 p_onset270.000000 p_onset_val-0.275518 p_peak293.000000 p_peak_val-0.224250 p_end297.000000 p_end_val-0.232746 qrs_onset301.000000 qrs_onset_val-0.191021 qrs_end11.000000 qrs_end_val1.194292 t_peak131.000000 t_peak_val1.287808 t_end207.000000 t_end_val-0.372508
 r_peak169593.000000 r_peak_value1.998510 rr_pre_interval315.000000 rr_post_interval311.000000 p_onset258.000000 p_onset_val-0.197367 p_peak290.000000 p_peak_val0.011819 p_end293.000000 p_end_val0.085862 qrs_onset297.000000 qrs_onset_val0.160925 qrs_end20.000000 qrs_end_val0.132069 t_peak129.000000 t_peak_val0.925659 t_end187.000000 t_end_val-0.270126
 r_peak169904.000000 r_peak_value2.130127 rr_pre_interval311.000000 rr_post_interval305.000000 p_onset192.000000 p_onset_val-0.166378 p_peak233.000000 p_peak_val0.097114 p_end286.000000 p_end_val-0.465033 qrs_onset294.000000 qrs_onset_val-0.436319 qrs_end22.000000 qrs_end_val-0.198712 t_peak129.000000 t_peak_val1.224732 t_end211.000000 t_end_val-0.226505
 r_peak170209.000000 r_peak_value1.854841 rr_pre_interval305.000000 rr_post_interval299.000000 p_onset157.000000 p_onset_val0.312684 p_peak180.000000 p_peak_val0.078762 p_end212.000000 p_end_val-0.316993 qrs_onset288.000000 qrs_onset_val-0.315861 qrs_end14.000000 qrs_end_val0.639575 t_peak125.000000 t_peak_val1.131476 t_end157.000000 t_end_val0.312684
 r_peak170508.000000 r_peak_value1.927980 rr_pre_interval299.000000 rr_post_interval302.000000 p_onset245.000000 p_onset_val-0.311691 p_peak281.000000 p_peak_val-0.209359 p_end284.000000 p_end_val-0.211224 qrs_onset289.000000 qrs_onset_val-0.186585 qrs_end16.000000 qrs_end_val0.436365 t_peak118.000000 t_peak_val1.527943 t_end173.000000 t_end_val-0.305157
 r_peak170810.000000 r_peak_value2.105531 rr_pre_interval302.000000 rr_post_interval297.000000 p_onset249.000000 p_onset_val-0.230535 p_peak276.000000 p_peak_val0.072053 p_end267.000000 p_end_val-0.107352 qrs_onset274.000000 qrs_onset_val0.057539 qrs_end20.000000 qrs_end_val-0.226994 t_peak122.000000 t_peak_val0.914265 t_end183.000000 t_end_val-0.225110
 r_peak171107.000000 r_peak_value2.136162 rr_pre_interval297.000000 rr_post_interval304.000000 p_onset184.000000 p_onset_val-0.210362 p_peak219.000000 p_peak_val0.227901 p_end264.000000 p_end_val-0.365500 qrs_onset292.000000 qrs_onset_val-0.308665 qrs_end17.000000 qrs_end_val0.545174 t_peak127.000000 t_peak_val0.967959 t_end174.000000 t_end_val-0.206021
 r_peak171411.000000 r_peak_value1.970848 rr_pre_interval304.000000 rr_post_interval323.000000 p_onset44.000000 p_onset_val-1.773808 p_peak194.000000 p_peak_val-0.241720 p_end215.000000 p_end_val-0.336062 qrs_onset309.000000 qrs_onset_val-0.236376 qrs_end17.000000 qrs_end_val0.596067 t_peak135.000000 t_peak_val1.063311 t_end215.000000 t_end_val-0.336062
 r_peak171734.000000 r_peak_value2.066131 rr_pre_interval323.000000 rr_post_interval318.000000 p_onset265.000000 p_onset_val-0.275218 p_peak297.000000 p_peak_val-0.193854 p_end299.000000 p_end_val-0.208274 qrs_onset302.000000 qrs_onset_val-0.212068 qrs_end8.000000 qrs_end_val1.306115 t_peak123.000000 t_peak_val1.350030 t_end208.000000 t_end_val-0.366944
 r_peak172052.000000 r_peak_value2.098278 rr_pre_interval318.000000 rr_post_interval306.000000 p_onset221.000000 p_onset_val-0.181551 p_peak279.000000 p_peak_val0.118195 p_end288.000000 p_end_val0.013697 qrs_onset290.000000 qrs_onset_val0.003039 qrs_end21.000000 qrs_end_val-0.126801 t_peak129.000000 t_peak_val1.230533 t_end182.000000 t_end_val-0.171661
 r_peak172358.000000 r_peak_value1.994467 rr_pre_interval306.000000 rr_post_interval295.000000 p_onset165.000000 p_onset_val-0.110795 p_peak205.000000 p_peak_val0.302511 p_end249.000000 p_end_val-0.459261 qrs_onset278.000000 qrs_onset_val-0.469326 qrs_end19.000000 qrs_end_val-0.387258 t_peak117.000000 t_peak_val1.346789 t_end165.000000 t_end_val-0.110795
 r_peak172653.000000 r_peak_value1.891662 rr_pre_interval295.000000 rr_post_interval914.000000 p_onset576.000000 p_onset_val-0.225672 p_peak597.000000 p_peak_val2.047149 p_end638.000000 p_end_val-2.397476 qrs_onset898.000000 qrs_onset_val-0.220972 qrs_end33.000000 qrs_end_val-2.171364 t_peak296.000000 t_peak_val1.980502 t_end329.000000 t_end_val-2.250876
 r_peak173567.000000 r_peak_value2.055110 rr_pre_interval914.000000 rr_post_interval312.000000 p_onset122.000000 p_onset_val1.457349 p_peak200.000000 p_peak_val0.254073 p_end268.000000 p_end_val-0.440815 qrs_onset296.000000 qrs_onset_val-0.440798 qrs_end37.000000 qrs_end_val-2.278729 t_peak122.000000 t_peak_val1.457349 t_end199.000000 t_end_val0.244825
 r_peak173879.000000 r_peak_value2.040096 rr_pre_interval312.000000 rr_post_interval310.000000 p_onset130.000000 p_onset_val1.717273 p_peak192.000000 p_peak_val-0.258400 p_end207.000000 p_end_val-0.314907 qrs_onset292.000000 qrs_onset_val-0.255861 qrs_end23.000000 qrs_end_val-0.881878 t_peak131.000000 t_peak_val1.740768 t_end182.000000 t_end_val-0.270030
 r_peak174189.000000 r_peak_value2.092901 rr_pre_interval310.000000 rr_post_interval312.000000 p_onset257.000000 p_onset_val-0.239498 p_peak284.000000 p_peak_val-0.082789 p_end293.000000 p_end_val-0.164137 qrs_onset299.000000 qrs_onset_val-0.137367 qrs_end20.000000 qrs_end_val-0.627773 t_peak123.000000 t_peak_val1.476145 t_end176.000000 t_end_val-0.294894
 r_peak174501.000000 r_peak_value2.262398 rr_pre_interval312.000000 rr_post_interval300.000000 p_onset217.000000 p_onset_val-0.121112 p_peak244.000000 p_peak_val0.140832 p_end280.000000 p_end_val-0.430985 qrs_onset282.000000 qrs_onset_val-0.426911 qrs_end15.000000 qrs_end_val0.283463 t_peak122.000000 t_peak_val1.492256 t_end170.000000 t_end_val-0.067336
 r_peak174801.000000 r_peak_value1.843308 rr_pre_interval300.000000 rr_post_interval295.000000 p_onset117.000000 p_onset_val1.506832 p_peak177.000000 p_peak_val0.350080 p_end230.000000 p_end_val-0.372976 qrs_onset274.000000 qrs_onset_val-0.370610 qrs_end19.000000 qrs_end_val-0.693479 t_peak118.000000 t_peak_val1.507474 t_end175.000000 t_end_val0.357885
